"fcdb59b","Mickael Moreau","2018-12-07 04:36:43 +0100","Improving design"
"30c17a1","Mickael Moreau","2018-12-07 04:33:07 +0100","Improving design"
"3a0b953","Mickael Moreau","2018-12-07 04:01:07 +0100","Adding git export command tutorial inside parameter by copy past cmd to user clipboard"
"6649892","Mickael Moreau","2018-12-07 02:48:01 +0100","Adding notification warning to end user about workable webbrowser for the App from Parameters"
"14ea8fc","Mickael Moreau","2018-12-07 01:01:16 +0100","Trying to positionnate loading-loader on consuming actions"
"4d3f393","Mickael Moreau","2018-12-06 23:08:34 +0100","Adding loader, thanks to Miguel's Integration and smallenvelop.com/demo/simple-pre-loader gif designs"
"9fc3918","Mickael Moreau","2018-12-06 22:08:13 +0100","Improving translations"
"74aafa2","Mickael Moreau","2018-12-06 22:02:14 +0100","Design for interaction with JS loaded app of no-js & buggy js failbacks"
"3de0a4c","Mickael Moreau","2018-12-06 21:08:33 +0100","In progress, thuning no-js & buggy js failbacks"
"c97a917","Mickael Moreau","2018-12-06 17:53:35 +0100","Import/export YAML OK for Medias and Timings"
"2993c92","Mickael Moreau","2018-12-06 16:59:31 +0100","Import/export JSON OK for Medias and Timings"
"44f8946","Mickael Moreau","2018-12-06 10:42:26 +0100","Import/export JSON starting integration"
"866e39f","Mickael Moreau","2018-12-06 10:24:36 +0100","Export/Import of Medias AND Timings OK for CSV"
"9b4cbc2","Mickael Moreau","2018-12-06 09:10:05 +0100","Export of Medias OK for CSV"
"e1b316a","Mickael Moreau","2018-12-06 08:32:19 +0100","Postponing Webbrowser Cache feature, did solve end-user goal by warning him about datalost on page refresh. Next step : import/export for load/backup solution"
"94ba62a","Mickael Moreau","2018-12-06 06:26:24 +0100","Webbrowser Cache always return OutOfQuota, can't rely on it for Medias import/export... will have to export the in-memory medias app datas mendatorily to not lose them on page refresh"
"b5ebb8a","Mickael Moreau","2018-12-05 19:37:57 +0100","Trying to improve Medias buffering"
"939a9c0","Mickael Moreau","2018-12-05 17:58:12 +0100","Will have to refactor medias cache to use webworkers cache instead of 5mb limited LocalStorage"
"7d3038f","Mickael Moreau","2018-12-05 17:00:20 +0100","Improving parameters"
"685fb2f","Mickael Moreau","2018-12-05 16:33:12 +0100","Fixing buggy form value update for DynamicInputModel in multiple mode"
"deed59a","Mickael Moreau","2018-12-05 15:26:22 +0100","Improving parameters but having refresh bug about input with multiples values"
"944660d","Mickael Moreau","2018-12-05 12:21:23 +0100","Improving CSV export"
"fa66286","Mickael Moreau","2018-12-05 10:52:24 +0100","Improving design"
"6c9a48c","Mickael Moreau","2018-12-05 10:51:56 +0100","Improving translations"
"c3d4b2e","Mickael Moreau","2018-12-05 10:48:58 +0100","Improving design and translations"
"3eef0fb","Mickael Moreau","2018-12-05 09:37:08 +0100","Starting import/export capabilities"
"03000f8","Mickael Moreau","2018-12-05 07:58:38 +0100","Allowing storage of Timings data inside LocalStorage"
"0e14657","Mickael Moreau","2018-12-05 07:33:34 +0100","Allowing storage of Medias buffer inside LocalStorage"
"1104561","Mickael Moreau","2018-12-05 06:19:39 +0100","Adding config form for moon-manager services"
"5ba64c5","Mickael Moreau","2018-12-05 04:46:55 +0100","Bug fixes + improving translation + improving configs"
"c459e40","Mickael Moreau","2018-12-05 01:55:51 +0100","Updating MoonManager Logo by Miguel Monwoo, © Monwoo 2018"
"6fd164e","Mickael Moreau","2018-12-05 01:36:11 +0100","TODO : need better assert vesion sytem than manual update..."
"c4abd19","Mickael Moreau","2018-12-05 01:27:27 +0100","Updating MoonManager Logo by Miguel Monwoo, © Monwoo 2018"
"8739026","Mickael Moreau","2018-12-04 06:30:17 +0100","In progress"
"f214773","Mickael Moreau","2018-12-04 06:24:12 +0100","All translations seem OK, Humanly tested OK"
"8e6858f","Mickael Moreau","2018-12-04 06:16:27 +0100","All translations seem OK, Humanly tested OK"
"c3ced96","Mickael Moreau","2018-12-04 04:31:31 +0100","Improving translations"
"2de63e6","Mickael Moreau","2018-12-04 03:36:25 +0100","Allowing translation of assets files"
"1692ede","Mickael Moreau","2018-12-04 02:38:35 +0100","Live translations system for reactives forms OK"
"939f695","Mickael Moreau","2018-12-04 01:25:44 +0100","In progress, trying to solve Internationalization issue, succed to translate form on page refresh, but still not live translations"
"41a5c59","Mickael Moreau","2018-12-03 19:36:34 +0100","In progress"
"05dcb29","Mickael Moreau","2018-12-03 18:01:46 +0100","Trying to use ngx-translate/core service .TS side for translation since fail on i18n for now. Work still in progress"
"a73a8d1","Mickael Moreau","2018-12-03 16:04:13 +0100","I18n .ts side generation Fail for now. Work still in progress"
"561c5e6","Mickael Moreau","2018-12-03 13:36:08 +0100","Did add version number to footer + Did solve error for i18n integration. Work still in progress"
"1ae7081","Mickael Moreau","2018-12-03 11:09:59 +0100","Trying to integrate i18n inside Form's system. Work in progress"
"96cf439","Mickael Moreau","2018-12-02 20:50:24 +0100","Adding basis to findout a webp polyfill for Firefox, did found stuff, but without canvas function overwride yet working"
"21bf3ed","Mickael Moreau","2018-12-02 17:18:05 +0100","Trying to find a way to use 3D under Chrome without specfic configs etc..."
"f13718c","Mickael Moreau","2018-12-02 10:01:35 +0100","Bug fix cache issue for Prod by adding vesion in manifest.json"
"e2ade5e","Mickael Moreau","2018-12-02 09:41:39 +0100","Succed to solve i18n issue, Translations with I18n feature added with No erros"
"720b81d","Mickael Moreau","2018-12-02 08:12:30 +0100","In progress, trying to solve Errors while adding i18n integration"
"ea57b09","Mickael Moreau","2018-12-02 07:15:09 +0100","Merge branch 'master' of https://github.com/Monwoo/MoonManager"
"3ca727a","Mickael Moreau","2018-12-02 07:14:45 +0100","In progress, trying to solve No provider for InjectionToken TranslationsFormat! while adding i18n integration"
"bf8eff9","Monwoo","2018-12-01 09:46:44 +0100","Update README.md"
"7367f52","Monwoo","2018-12-01 09:44:59 +0100","Update README.md"
"da018fc","Monwoo","2018-12-01 09:43:20 +0100","Update README.md"
"dfdb468","Mickael Moreau","2018-12-01 09:42:03 +0100","Adding use case data"
"fd2cc3d","Mickael Moreau","2018-12-01 06:33:22 +0100","Updating to version 1.0.0-HumanlyTested"
"0952bf8","Mickael Moreau","2018-12-01 06:30:30 +0100","Ajusting app translations"
"ddfb43a","Mickael Moreau","2018-12-01 03:08:02 +0100","Improving design + bug fixes"
"393ab33","Mickael Moreau","2018-12-01 03:02:04 +0100","Improving design + bug fixes"
"364c971","Mickael Moreau","2018-12-01 01:31:25 +0100","Improving design + bug fixes"
"4d19c50","Mickael Moreau","2018-12-01 01:09:35 +0100","Improving design + bug fixes"
"02127f6","Mickael Moreau","2018-12-01 00:22:56 +0100","In progress"
"d9c3e35","Mickael Moreau","2018-12-01 00:05:51 +0100","Improving the No-Scripts version"
"a9d4a15","Mickael Moreau","2018-11-30 23:57:00 +0100","Setting up SEO"
"625cece","Mickael Moreau","2018-11-30 23:14:43 +0100","In progress"
"96088f8","Mickael Moreau","2018-11-30 23:12:20 +0100","In progress"
"46e545a","Mickael Moreau","2018-11-30 10:00:41 +0100","Improving Form Model architecture and design for Parameters component rendering"
"eb50ac1","Mickael Moreau","2018-11-30 07:47:31 +0100","Improving Form Model architecture and design"
"b360a79","Mickael Moreau","2018-11-30 07:41:13 +0100","Improving Form Model architecture and design"
"9c04e8a","Mickael Moreau","2018-11-30 05:10:51 +0100","Improving configuration system + adding Form Model dependencies"
"77cad47","Mickael Moreau","2018-11-30 03:39:51 +0100","In progress"
"061fd94","Mickael Moreau","2018-11-30 03:30:58 +0100","Improving design + improve responsiveness But still having issue with break ignored for inline elts"
"6fd60b6","Mickael Moreau","2018-11-30 02:28:20 +0100","In progress"
"0fb016e","Mickael Moreau","2018-11-30 02:12:06 +0100","Improving design + ergonomics with empirique quick fixes"
"c7a70b9","Mickael Moreau","2018-11-30 01:02:15 +0100","Improving design + ergonomics"
"828c091","Mickael Moreau","2018-11-29 22:05:38 +0100","Improving design + improve responsiveness"
"149378a","Mickael Moreau","2018-11-29 16:36:10 +0100","In progress"
"d52395c","Mickael Moreau","2018-11-29 16:18:26 +0100","Improving design + improve responsiveness"
"dc476ec","Mickael Moreau","2018-11-29 16:07:47 +0100","Improving design + improve responsiveness"
"5a7ed38","Mickael Moreau","2018-11-29 14:40:36 +0100","Ajusting colors"
"aebbfdb","Mickael Moreau","2018-11-29 14:06:04 +0100","Ajusting colors"
"d628af0","Mickael Moreau","2018-11-28 23:28:39 +0100","Improving design + ajust Parameters view with material designs components"
"9bd14e3","Mickael Moreau","2018-11-28 23:20:14 +0100","Improving design + ajust Parameters view with material designs components"
"da5306b","Mickael Moreau","2018-11-28 21:07:02 +0100","Improving design + starting integration of git logs loadings"
"38cf0e2","Mickael Moreau","2018-11-28 20:49:48 +0100","Improving design + starting integration of git logs loadings"
"ce10bc4","Mickael Moreau","2018-11-28 19:48:05 +0100","Improving design"
"0ce88da","Mickael Moreau","2018-11-28 17:42:08 +0100","Keeping aspect ratio by fiting centraly for video production"
"6de22f6","Mickael Moreau","2018-11-28 17:32:07 +0100","Improving design and responsive mode"
"28f72f5","Mickael Moreau","2018-11-28 16:48:02 +0100","In progress"
"b719a24","Mickael Moreau","2018-11-28 10:38:03 +0100","Improving design, ergonomie, etc..."
